title,duration,genre,rating,description,stars,votes
What Happened to Monday,123,"Action, Crime, Fantasy",6.8,"In a world where families are limited to one child due to overpopulation, a set of identical septuplets must avoid being put to a long sleep by the government and dangerous infighting while investigating the disappearance of one of their own.","Tommy Wirkola, | ,     Stars:, Noomi Rapace, Glenn Close, Willem Dafoe, Marwan Kenzari","122,876"
Kate,106,"Action, Adventure, Crime",6.2,A jaded assassin assigned to target a yakuza clan has 24 hours to find out who poisoned her and get vengeance before she dies.,"Cedric Nicolas-Troyan, | ,     Stars:, Mary Elizabeth Winstead, Woody Harrelson, Miku Patricia Martineau, Tadanobu Asano","61,030"
The Client,119,"Crime, Drama, Mystery",6.7,A young boy who witnessed the suicide of a mafia lawyer hires an attorney to protect him when the District Attorney tries to use him to take down a mob family.,"Joel Schumacher, | ,     Stars:, Susan Sarandon, Tommy Lee Jones, Brad Renfro, Mary-Louise Parker","66,825"
As Good as It Gets,139,"Comedy, Drama, Romance",7.7,"A single mother and waitress, a misanthropic author, and a gay artist form an unlikely friendship after the artist is assaulted in a robbery.","James L. Brooks, | ,     Stars:, Jack Nicholson, Helen Hunt, Greg Kinnear, Cuba Gooding Jr.","298,034"
Below Deck,43,Reality-TV,7.4,Follows the crew of a multi million dollar charter boat in the Caribbean.,"Lee Rosbach, Kate Chastain, Eddie Lucas, Ben Robinson","3,541"
The Mitchells vs the Machines,114,"Animation, Adventure, Comedy",7.6,"A quirky, dysfunctional familys road trip is upended when they find themselves in the middle of the robot apocalypse and suddenly become humanitys unlikeliest last hope.","Michael Rianda, Jeff Rowe, | ,     Stars:, Abbi Jacobson, Danny McBride, Maya Rudolph, Michael Rianda","106,685"
300: Rise of an Empire,102,"Action, Drama",6.2,"Greek general Themistocles of Athens leads the naval charge against invading Persian forces led by mortal-turned-god Xerxes and Artemisia, vengeful commander of the Persian navy.","Noam Murro, | ,     Stars:, Sullivan Stapleton, Eva Green, Lena Headey, Hans Matheson","300,895"
Against the Ice,102,"Adventure, Drama, History",6.5,"In 1909, two explorers fight to survive after theyre left behind while on a Denmark expedition in ice-covered Greenland.","Peter Flinth, | ,     Stars:, Nikolaj Coster-Waldau, Joe Cole, Heida Reed, Þorsteinn Bachmann","21,943"
Maniac,386,"Comedy, Drama, Sci-Fi",7.7,"Two strangers are drawn to a mysterious pharmaceutical trial for a drug that will, theyre assured, with no complications or side-effects whatsoever, solve all of their problems permanently. Things do not go as planned.","Emma Stone, Jonah Hill, Sonoya Mizuno, Justin Theroux","78,151"
Clark,362,"Action, Comedy, Crime",7.4,"This is the incredible story behind Swedens most notorious gangster, Clark Olofsson, whose infamous crimes gave rise to the term Stockholm Syndrome.","Bill Skarsgård, Vilhelm Blomgren, Sandra Ilar, Hanna Björn","9,365"
The A-Team,117,"Action, Adventure, Thriller",6.7,"A group of Iraq War veterans look to clear their name with the U.S. Military, who suspect the four men of committing a crime for which they were framed.","Joe Carnahan, | ,     Stars:, Liam Neeson, Bradley Cooper, Sharlto Copley, Jessica Biel","258,955"
The Danish Girl,119,"Biography, Drama, Romance",7.1,A fictitious love story loosely inspired by the lives of Danish artists Lili Elbe and Gerda Wegener. Lili and Gerdas marriage and work evolve as they navigate Lilis groundbreaking journey as a transgender pioneer.,"Tom Hooper, | ,     Stars:, Eddie Redmayne, Alicia Vikander, Amber Heard, Ben Whishaw","185,277"
Deliver Us from Evil,118,"Action, Adventure, Crime",6.2,"New York police officer Ralph Sarchie investigates a series of crimes. He joins forces with an unconventional priest, schooled in the rites of exorcism, to combat the possessions that are terrorizing their city.","Scott Derrickson, | ,     Stars:, Eric Bana, Edgar Ramírez, Olivia Munn, Chris Coy","77,685"
Escape Room: Tournament of Champions,88,"Action, Adventure, Horror",5.7,"Six people unwillingly find themselves locked in another series of escape rooms, slowly uncovering what they have in common to survive. Joining forces with two of the original survivors, they soon discover theyve all played the game before.","Adam Robitel, | ,     Stars:, Taylor Russell, Logan Miller, Deborah Ann Woll, Thomas Cocquerel","44,400"
Jeepers Creepers III,100,Horror,3.9,Sheriff Dan Tashtego and a team of creeper hunters enlist the help of officer Davis Tubbs to help stop the monsters eating spree.,"Victor Salva, | ,     Stars:, Stan Shaw, Gabrielle Haugh, Brandon Smith, Meg Foster","22,397"
The Order,60,"Drama, Fantasy, Horror",6.7,"Out to avenge his mothers death, a college student pledges to a secret order and lands in a war between werewolves and practitioners of dark magic.","Jake Manley, Sarah Grey, Adam DiMarco, Louriza Tronco","28,610"
Intrusion,92,"Drama, Thriller",5.2,"A woman moves to a small town with her husband, but is rattled when she is targeted for a home invasion.","Adam Salky, | ,     Stars:, Freida Pinto, Logan Marshall-Green, Robert John Burke, Megan Elisabeth Kelly","17,071"
Who Killed Sara?,40,"Crime, Drama, Mystery",6.4,"Hell-bent on exacting revenge and proving he was framed for his sisters murder, Álex sets out to unearth much more than the crimes real culprit.","Manolo Cardona, Ginés García Millán, Carolina Miranda, Eugenio Siller","14,316"
Fractured,99,Thriller,6.4,"A couple stops at a gas station, where their 6 y.o. daughters arm is fractured. They hurry to a hospital. Something strange is going on there. The wife and daughter go missing.","Brad Anderson, | ,     Stars:, Sam Worthington, Lily Rabe, Lucy Capri, Adjoa Andoh","74,728"
The Secret Life of Pets,87,"Animation, Adventure, Comedy",6.5,"The quiet life of a terrier named Max is upended when his owner takes in Duke, a stray whom Max instantly dislikes.","Chris Renaud, | ,     Stars:, Louis C.K., Eric Stonestreet, Kevin Hart, Lake Bell","201,790"
Jurassic World: Camp Cretaceous,24,"Animation, Action, Adventure",7.5,Six teens attending an adventure camp on the opposite side of Isla Nublar must band together to survive when dinosaurs wreak havoc on the island.,"Paul-Mikél Williams, Kausar Mohammed, Raini Rodriguez, Jenna Ortega","8,774"
Brazen,94,"Crime, Drama, Mystery",4.1,"When her sister is killed and her double life as a webcam performer is revealed, Grace ignores the warnings of a cool-headed detective and gets involved in the case.","Monika Mitchell, | ,     Stars:, Alyssa Milano, Sam Page, Malachi Weir, Emilie Ullerup","12,120"
Love,50,"Comedy, Drama, Romance",7.7,"A program that follows a couple who must navigate the exhilarations and humiliations of intimacy, commitment, and other things they were hoping to avoid.","Gillian Jacobs, Paul Rust, Claudia ODoherty, Mike Mitchell","42,755"
Spartacus,197,"Adventure, Biography, Drama",7.9,"The slave Spartacus survives brutal training as a gladiator and leads a violent revolt against the decadent Roman Republic, as the ambitious Crassus seeks to gain power by crushing the uprising.","Stanley Kubrick, | ,     Stars:, Kirk Douglas, Laurence Olivier, Jean Simmons, Charles Laughton","134,933"
Bee & Puppycat: Lazy in Space,,Animation,8.7,The second season of beloved web series Bee and PuppyCat after a nearly five near break. The season picks back up the cheerful 22-year old Bee and intergalactic space warrior for a set of adventures.,"Alexander James Rodriguez, Allyn Rachel, Ashly Burch, Kent Osborne",163
Under the Dome,43,"Drama, Mystery, Sci-Fi",6.5,"An invisible and mysterious force field descends upon a small actual town of Chesters Mill, Maine, USA, trapping residents inside, cut off from the rest of civilization. The trapped townspeople must discover the secrets and purpose of the dome or sphere and its origins, while coming to learn more than they ever knew about each other and animals too.","Mike Vogel, Rachelle Lefevre, Alexander Koch, Colin Ford","106,485"
Rebecca,123,"Drama, Mystery, Romance",6,"A young newlywed arrives at her husbands imposing family estate on a windswept English coast and finds herself battling the shadow of his first wife, Rebecca, whose legacy lives on in the house long after her death.","Ben Wheatley, | ,     Stars:, Lily James, Armie Hammer, Kristin Scott Thomas, Keeley Hawes","41,997"
Fantasy Island,109,"Fantasy, Horror, Mystery",4.9,"When the owner and operator of a luxurious island invites a collection of guests to live out their most elaborate fantasies in relative seclusion, chaos quickly descends.","Jeff Wadlow, | ,     Stars:, Michael Peña, Maggie Q, Lucy Hale, Austin Stowell","52,319"
The Witcher: Blood Origin,,"Action, Adventure, Drama",,"Prequel to the Netflix series The Witcher, set in an elven world 1,200 years before the show, centering on the origins of the very first Witcher.","Lenny Henry, Michelle Yeoh, Sophia Brown, Dylan Moran",
Utopia,50,"Drama, Mystery, Sci-Fi",8.4,"After a group of people, who meet online, discover a bizarre graphic novel which seems to hold mysterious answers, they find themselves being tracked down by a merciless organization known merely as The Network.","Adeel Akhtar, Paul Higgins, Neil Maskell, Fiona OShaughnessy","46,783"
The Bad Batch,118,"Action, Horror, Mystery",5.2,"In a desert dystopia, a young woman is kidnapped by cannibals.","Ana Lily Amirpour, | ,     Stars:, Suki Waterhouse, Jason Momoa, Jayda Fink, Keanu Reeves","31,725"
Marco Polo,60,"Action, Adventure, Drama",8,"In a world replete with greed, betrayal, sexual intrigue and rivalryMarco Polo is based on the famed explorers adventures in Kublai Khans court in 13th century Mongolia.","Lorenzo Richelmy, Benedict Wong, Joan Chen, Remy Hii","72,672"
The Killer,,"Action, Crime, Drama",,"An assassin begins to psychologically crack as he develops a conscience, even as his clients continue to demand his skills.","David Fincher, | ,     Stars:, Tilda Swinton, Michael Fassbender, Charles Parnell, Sala Baker",
Locke,85,Drama,7.1,"Ivan Locke, a dedicated family man and successful construction manager, receives a phone call on the eve of the biggest challenge of his career that sets in motion a series of events that threaten his carefully cultivated existence.","Steven Knight, | ,     Stars:, Tom Hardy, Olivia Colman, Ruth Wilson, Andrew Scott","150,008"
Below Zero,106,"Action, Adventure, Crime",6.2,"On a lonely road, a prison transport is brutally assaulted. Martin, the policeman who was driving, survives and fortifies his position while the con men search for a way to finish him.","Lluís Quílez, | ,     Stars:, Javier Gutiérrez, Karra Elejalde, Luis Callejo, Andrés Gertrúdix","19,509"
Insatiable,45,"Comedy, Drama, Thriller",6.5,"A disgraced, dissatisfied civil lawyer-turned-beauty pageant coach takes on a vengeful, bullied teenager as his client and has no idea what hes about to unleash upon the world.","Dallas Roberts, Debby Ryan, Christopher Gorham, Kimmy Shields","28,595"
Tekken: Bloodline,,"Animation, Action, Adventure",6.7,Follow Jin Kazama and his fight to become one of the best fighters in the King of the Iron Fist tournament.,"Kaiji Tang, S. Hiroshi Watanabe, Toshiyuki Morikawa, Isshin Chiba","3,330"
Our Man from Jersey,,"Action, Thriller",,"Mike, a down-to-earth construction worker from Jersey, is quickly thrust into the world of super spies and secret agents when his high school ex-girlfriend Roxanne recruits him on a high-stakes US intelligence mission.","Julian Farino, | ,     Stars:, Mark Wahlberg, Halle Berry, J.K. Simmons, Jackie Earle Haley",
First Kill,60,"Drama, Horror, Mystery",6.4,"Falling in love is tricky for teens Juliette and Calliope: Ones a vampire, the others a vampire hunter and both are ready to make their first kill.","Sarah Catherine Hook, Imani Lewis, Elizabeth Mitchell, Aubin Wise","25,843"
The Festival of Troubadours,102,Drama,5.9,An unexpected reunion between a traveling musician and his son opens old wounds as the two set out on a long journey to a troubadour festival,"Özcan Alper, | ,     Stars:, Kivanç Tatlitug, Settar Tanriögen, Çinar Babiz, Erkan Bektas","1,733"
Family Secrets,50,"Comedy, Drama, Romance",5.9,A couples wedding day threatens to turn disastrous when they begin to unravel a web of secrets and lies that connects their two families.,"Eliza Rycembel, Izabela Kuna, Malgorzata Mikolajczak, Piotr Pacek",333
Awakenings,121,"Biography, Drama",7.8,"The victims of an encephalitis epidemic many years ago have been catatonic ever since, but now a new drug offers the prospect of reviving them.","Penny Marshall, | ,     Stars:, Robert De Niro, Robin Williams, Julie Kavner, Ruth Nelson","141,037"
Fullmetal Alchemist: The Revenge of Scar,125,"Action, Adventure, Fantasy",5.3,"When a mysterious figure starts to target State Alchemists for their sins against God, Alchemist Edward Elric and his brother Alphonse are at their most vulnerable, meanwhile the homunculi begin to unveil themselves once again.","Fumihiko Sori, | ,     Stars:, Ryôsuke Yamada, Tsubasa Honda, Dean Fujioka, Misako Renbutsu","1,238"
The Kominsky Method,30,"Comedy, Drama",8.2,"An aging actor, who long ago enjoyed a brush with fame, makes his living as an acting coach.","Michael Douglas, Sarah Baker, Graham Rogers, Melissa Tang","39,741"
